ANO_ELEICAO,NM_UE,DS_CARGO,NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_SOCIAL_CANDIDATO,DS_SITUACAO_CANDIDATURA,TP_AGREMIACAO,SG_PARTIDO,NM_PARTIDO,NM_FEDERACAO,SG_FEDERACAO,DS_COMPOSICAO_FEDERACAO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,SG_UF_NASCIMENTO,DT_NASCIMENTO,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,ANO_NASCIMENTO,IDADE
2020,SALVADOR,VEREADOR,28567,ANTONIA SANDRA BERENGUER,ANTONIA SANDRA,#NULO#,APTO,PARTIDO ISOLADO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000055455,PARTIDO ISOLADO,PRTB,BA,1945-06-06,FEMININO,ENSINO MÉDIO COMPLETO,VIÚVO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,1945,75
2020,SALVADOR,VEREADOR,14038,EDMUNDO RODRIGUES CAMPOS,EDMUNDO CAMPOS,#NULO#,APTO,PARTIDO ISOLADO,PTB,PARTIDO TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000084823,PARTIDO ISOLADO,PTB,BA,1963-05-31,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1963,57
2020,SALVADOR,VEREADOR,43333,EDILSON SANTOS RIOS,BOQUINHA DO GÁS,#NULO#,APTO,PARTIDO ISOLADO,PV,PARTIDO VERDE,#NULO#,#NULO#,#NULO#,50000059590,PARTIDO ISOLADO,PV,BA,1963-01-31,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,SUPLENTE,1963,57
2020,SALVADOR,VEREADOR,18190,EDVALDO EVANGELISTA MATIAS,MESTRE JOÃO DE BARRO,#NULO#,APTO,PARTIDO ISOLADO,REDE,REDE SUSTENTABILIDADE,#NULO#,#NULO#,#NULO#,50000104961,PARTIDO ISOLADO,REDE,BA,1954-11-06,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,OUTROS,NÃO ELEITO,1954,66
2020,SALVADOR,VEREADOR,43000,JOSÉ CARLOS OLIVEIRA RODRIGUES,CAL,#NULO#,APTO,PARTIDO ISOLADO,PV,PARTIDO VERDE,#NULO#,#NULO#,#NULO#,50000059590,PARTIDO ISOLADO,PV,BA,1975-08-27,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,SUPLENTE,1975,45
2020,SALVADOR,VEREADOR,33124,HAMILTON ALEXANDRE SANTOS DOS ANJOS,HAMILTON ALEXANDRE,#NULO#,APTO,PARTIDO ISOLADO,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,#NULO#,#NULO#,#NULO#,50000072885,PARTIDO ISOLADO,PMN,BA,1976-01-24,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PRETA,"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",SUPLENTE,1976,44
2020,SALVADOR,VEREADOR,19557,EDMILSON MARIA DOS SANTOS,PILTY BONITÃO,#NULO#,APTO,PARTIDO ISOLADO,PODE,PODEMOS,#NULO#,#NULO#,#NULO#,50000059582,PARTIDO ISOLADO,PODE,BA,1955-12-18,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,SUPLENTE,1955,65
2020,SALVADOR,VEREADOR,19666,VAGNER MAGNO BITENCUR DOS SANTOS,VAGNER BK,#NULO#,APTO,PARTIDO ISOLADO,PODE,PODEMOS,#NULO#,#NULO#,#NULO#,50000059582,PARTIDO ISOLADO,PODE,BA,1983-04-25,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PRETA,MOTOBOY,SUPLENTE,1983,37
2020,SALVADOR,VEREADOR,19019,ANTONIO CAROLINO ARAÚJO FILHO,TOINHO CAROLINO,#NULO#,APTO,PARTIDO ISOLADO,PODE,PODEMOS,#NULO#,#NULO#,#NULO#,50000059582,PARTIDO ISOLADO,PODE,BA,1965-01-24,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,ADMINISTRADOR,SUPLENTE,1965,55
2020,SALVADOR,VEREADOR,40678,JORGE GOMES DE JESUS,PÉROLA NEGRA,#NULO#,APTO,PARTIDO ISOLADO,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000104881,PARTIDO ISOLADO,PSB,BA,1952-04-14,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,PETROLEIRO,SUPLENTE,1952,68
2020,SALVADOR,VEREADOR,10001,ROSENILDO SANTOS DA SILVA,WILLIAN DO POVÃO,#NULO#,APTO,PARTIDO ISOLADO,REPUBLICANOS,REPUBLICANOS,#NULO#,#NULO#,#NULO#,50000072817,PARTIDO ISOLADO,REPUBLICANOS,BA,1975-10-01,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,"ENCANADOR, SOLDADOR, CHAPEADOR E CALDEIREIRO",SUPLENTE,1975,45
2020,SALVADOR,VEREADOR,36168,YARA FARIAS GOMES,PRÓ YARA,#NULO#,APTO,PARTIDO ISOLADO,PTC,PARTIDO TRABALHISTA CRISTÃO,#NULO#,#NULO#,#NULO#,50000093083,PARTIDO ISOLADO,PTC,BA,1958-04-03,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,1958,62
2020,SALVADOR,VEREADOR,10888,ALINE PEREIRA NUNES,ALINE NUNES,#NULO#,APTO,PARTIDO ISOLADO,REPUBLICANOS,REPUBLICANOS,#NULO#,#NULO#,#NULO#,50000072817,PARTIDO ISOLADO,REPUBLICANOS,BA,1978-08-03,FEMININO,SUPERIOR COMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1978,42
2020,SALVADOR,VEREADOR,50033,JAIME CESAR CELESTINO,PROF JAIME,#NULO#,APTO,PARTIDO ISOLADO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NULO#,#NULO#,#NULO#,50000154691,PARTIDO ISOLADO,PSOL,BA,1962-12-04,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),SUPLENTE,1962,58
2020,SALVADOR,VEREADOR,20877,JOSUÉ SILVA DE SOUZA,JOSUE,#NULO#,APTO,PARTIDO ISOLADO,PSC,PARTIDO SOCIAL CRISTÃO,#NULO#,#NULO#,#NULO#,50000060537,PARTIDO ISOLADO,PSC,BA,1968-09-15,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,EMPRESÁRIO,SUPLENTE,1968,52
2020,SALVADOR,VEREADOR,15773,ADEMILTON DE PAULA PAIM,DENIS PAIM,#NULO#,APTO,PARTIDO ISOLADO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000067155,PARTIDO ISOLADO,MDB,BA,1977-08-12,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,TAXISTA,SUPLENTE,1977,43
2020,SALVADOR,VEREADOR,28456,JANILSON LIMA DE MENESES,JANILSON LIMA,#NULO#,APTO,PARTIDO ISOLADO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000055455,PARTIDO ISOLADO,PRTB,BA,1959-11-21,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,REPRESENTANTE COMERCIAL,NÃO ELEITO,1959,61
2020,SALVADOR,VEREADOR,10173,ADRIANO CARDOSO MOTA,ADRIANO CARDOSO,#NULO#,APTO,PARTIDO ISOLADO,REPUBLICANOS,REPUBLICANOS,#NULO#,#NULO#,#NULO#,50000072817,PARTIDO ISOLADO,REPUBLICANOS,BA,1981-04-19,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1981,39
2020,SALVADOR,VEREADOR,13013,LUIS PAULO MOTA DE OLIVEIRA,PAULO MOTA,#NULO#,APTO,PARTIDO ISOLADO,PT,PARTIDO DOS TRABALHADORES,#NULO#,#NULO#,#NULO#,50000129422,PARTIDO ISOLADO,PT,BA,1977-02-14,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),PRETA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",SUPLENTE,1977,43
2020,SALVADOR,VEREADOR,51555,ANTONIO PROFETA DE JESUS NETO,TUICO PROFETA,#NULO#,APTO,PARTIDO ISOLADO,PATRIOTA,PATRIOTA,#NULO#,#NULO#,#NULO#,50000051801,PARTIDO ISOLADO,PATRIOTA,BA,1960-01-16,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",SUPLENTE,1960,60
2020,SALVADOR,VEREADOR,51038,SAMUEL JESUS RIBEIRO,SAMUEL JESUS,#NULO#,APTO,PARTIDO ISOLADO,PATRIOTA,PATRIOTA,#NULO#,#NULO#,#NULO#,50000051801,PARTIDO ISOLADO,PATRIOTA,BA,1968-10-29,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MILITAR REFORMADO,SUPLENTE,1968,52
2020,SALVADOR,VEREADOR,55888,MODESTO ANTONIO DE OLIVEIRA JACOBINO,DR MODESTO JACOBINO,#NULO#,APTO,PARTIDO ISOLADO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,#NULO#,#NULO#,#NULO#,50000117228,PARTIDO ISOLADO,PSD,CE,1948-11-10,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,MÉDICO,SUPLENTE,1948,72
2020,SALVADOR,VEREADOR,27039,FLORISVALDO SANTOS CARVALHO JUNIOR,FLORISVALDO JUNIOR,#NULO#,APTO,PARTIDO ISOLADO,DC,DEMOCRACIA CRISTÃ,#NULO#,#NULO#,#NULO#,50000074367,PARTIDO ISOLADO,DC,BA,1961-10-28,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1961,59
2020,SALVADOR,VEREADOR,33001,DAVI DAMOVAR DE SOUZA QUEIROZ,DAVI DAMOVAR,#NULO#,APTO,PARTIDO ISOLADO,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,#NULO#,#NULO#,#NULO#,50000072885,PARTIDO ISOLADO,PMN,BA,1980-04-12,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,SUPLENTE,1980,40
2020,SALVADOR,VEREADOR,36233,EVERTON FARIAS DOS SANTOS,EVERTON VIOLA PCD,#NULO#,APTO,PARTIDO ISOLADO,PTC,PARTIDO TRABALHISTA CRISTÃO,#NULO#,#NULO#,#NULO#,50000093083,PARTIDO ISOLADO,PTC,BA,1980-05-22,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,JORNALISTA E REDATOR,NÃO ELEITO,1980,40
2020,SALVADOR,VEREADOR,17190,VINÍCIUS FERREIRA TELES DE GÓES,VINICIUS TELES,#NULO#,APTO,PARTIDO ISOLADO,PSL,PARTIDO SOCIAL LIBERAL,#NULO#,#NULO#,#NULO#,50000125232,PARTIDO ISOLADO,PSL,BA,1979-11-22,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),NÃO INFORMADO,POLICIAL MILITAR,SUPLENTE,1979,41
2020,SALVADOR,VEREADOR,55103,PAULA CLEA SOUZA DOS SANTOS,PAULINHA SOCIAL,#NULO#,APTO,PARTIDO ISOLADO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,#NULO#,#NULO#,#NULO#,50000117228,PARTIDO ISOLADO,PSD,BA,1976-10-14,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PRETA,AGENTE DE SAÚDE E SANITARISTA,SUPLENTE,1976,44
2020,SALVADOR,VEREADOR,15444,ANDRÉA OLIVEIRA AMORIM,ANDRÉA AMORIM,#NULO#,APTO,PARTIDO ISOLADO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000067155,PARTIDO ISOLADO,MDB,BA,1974-07-16,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1974,46
2020,SALVADOR,VEREADOR,70630,JOSE AUGUSTO ROCHA FILHO,GUTO ROCHA,#NULO#,APTO,PARTIDO ISOLADO,AVANTE,AVANTE,#NULO#,#NULO#,#NULO#,50000056804,PARTIDO ISOLADO,AVANTE,BA,1971-05-24,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,COMERCIANTE,SUPLENTE,1971,49
2020,SALVADOR,VEREADOR,70001,LUCAS SOUZA COUTO DOS SANTOS,LUCAS SOUZA,#NULO#,APTO,PARTIDO ISOLADO,AVANTE,AVANTE,#NULO#,#NULO#,#NULO#,50000056804,PARTIDO ISOLADO,AVANTE,BA,1990-05-15,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1990,30
2020,SALVADOR,VEREADOR,23222,NATALINA DE OLIVEIRA TRINDADE,BÁRBARA TRINDADE,#NULO#,APTO,PARTIDO ISOLADO,CIDADANIA,CIDADANIA,#NULO#,#NULO#,#NULO#,50000072932,PARTIDO ISOLADO,CIDADANIA,BA,1974-12-24,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,SUPLENTE,1974,46
2020,SALVADOR,VEREADOR,50180,ISADORA MARIA SALOMÃO DE OLIVEIRA,ISADORA SALOMÃO,#NULO#,APTO,PARTIDO ISOLADO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NULO#,#NULO#,#NULO#,50000154691,PARTIDO ISOLADO,PSOL,BA,1979-09-05,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,ARQUITETO,SUPLENTE,1979,41
2020,SALVADOR,VEREADOR,19222,DANIELE COELHO DOURADO,DR. DANIELE DOURADO,#NULO#,APTO,PARTIDO ISOLADO,PODE,PODEMOS,#NULO#,#NULO#,#NULO#,50000059582,PARTIDO ISOLADO,PODE,CE,1971-02-14,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ODONTÓLOGO,SUPLENTE,1971,49
2020,SALVADOR,VEREADOR,11111,ALCINDO DA ANUNCIAÇÃO,ALCINDO ANUNCIAÇÃO,#NULO#,APTO,PARTIDO ISOLADO,PP,PROGRESSISTAS,#NULO#,#NULO#,#NULO#,50000154647,PARTIDO ISOLADO,PP,BA,1947-04-25,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,OUTROS,NÃO ELEITO,1947,73
2020,SALVADOR,VEREADOR,12232,MICHELE EDUARDA DE ABREU CARDOSO,MICHELE DE ABREU,#NULO#,APTO,PARTIDO ISOLADO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,#NULO#,#NULO#,#NULO#,50000067122,PARTIDO ISOLADO,PDT,BA,1990-03-25,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1990,30
2020,SALVADOR,VEREADOR,40000,JAYME RAMOS DE QUEIROZ NETO,JAYME NETO,#NULO#,APTO,PARTIDO ISOLADO,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000104881,PARTIDO ISOLADO,PSB,BA,1984-05-24,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PUBLICITÁRIO,SUPLENTE,1984,36
2020,SALVADOR,VEREADOR,15321,RAIMUNDIRA RAMOS ANUNCIAÇÃO,DIRA RAMOS,#NULO#,APTO,PARTIDO ISOLADO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000067155,PARTIDO ISOLADO,MDB,BA,1971-08-27,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,COMERCIANTE,SUPLENTE,1971,49
2020,SALVADOR,VEREADOR,65190,CARLOS EDUARDO DA SILVA ASSIS,EDUARDO ASSIS,#NULO#,APTO,PARTIDO ISOLADO,PC do B,PARTIDO COMUNISTA DO BRASIL,#NULO#,#NULO#,#NULO#,50000125096,PARTIDO ISOLADO,PC do B,BA,1984-11-27,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,COBRADOR DE TRANSPORTE COLETIVO,SUPLENTE,1984,36
2020,SALVADOR,VEREADOR,12019,LUCAS GONÇALVES DE JESUS,LUCAS GONÇALVES LG,#NULO#,APTO,PARTIDO ISOLADO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,#NULO#,#NULO#,#NULO#,50000067122,PARTIDO ISOLADO,PDT,BA,1992-03-24,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PRETA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",SUPLENTE,1992,28
2020,SALVADOR,VEREADOR,40244,DEIVID MENDES DA SILVA,DEIVID MENDES,#NULO#,APTO,PARTIDO ISOLADO,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000104881,PARTIDO ISOLADO,PSB,BA,1995-08-25,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,SUPLENTE,1995,25
2020,SALVADOR,VEREADOR,45181,JANETE DE CARVALHO SILVA,JANETE CARVALHO,#NULO#,APTO,PARTIDO ISOLADO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NULO#,#NULO#,#NULO#,50000059576,PARTIDO ISOLADO,PSDB,BA,1982-04-03,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1982,38
2020,SALVADOR,VEREADOR,77007,LÚCIO CÉSAR BAHIA SOUZA,LUCIO BAHIA,#NULO#,APTO,PARTIDO ISOLADO,SOLIDARIEDADE,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000110257,PARTIDO ISOLADO,SOLIDARIEDADE,BA,1968-07-17,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,SUPLENTE,1968,52
2020,SALVADOR,VEREADOR,28190,ALEX CARDOSO DOS SANTOS,ALEX CARDOSO,#NULO#,APTO,PARTIDO ISOLADO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000055455,PARTIDO ISOLADO,PRTB,BA,1975-09-07,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,1975,45
2020,SALVADOR,VEREADOR,25011,LILIA NUNES DE AMORIM,LILIA AMORIM,#NULO#,APTO,PARTIDO ISOLADO,DEM,DEMOCRATAS,#NULO#,#NULO#,#NULO#,50000084843,PARTIDO ISOLADO,DEM,BA,1966-08-19,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,VETERINÁRIO,SUPLENTE,1966,54
2020,SALVADOR,VEREADOR,11334,MAIZA FERNANDES LEITE,MAIZA LEÃO,#NULO#,APTO,PARTIDO ISOLADO,PP,PROGRESSISTAS,#NULO#,#NULO#,#NULO#,50000154647,PARTIDO ISOLADO,PP,BA,1970-06-04,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ECONOMISTA,NÃO ELEITO,1970,50
2020,SALVADOR,VEREADOR,17071,LAILTON SANTOS COSTA,BOGHAN GABOOTT,#NULO#,APTO,PARTIDO ISOLADO,PSL,PARTIDO SOCIAL LIBERAL,#NULO#,#NULO#,#NULO#,50000125232,PARTIDO ISOLADO,PSL,BA,1973-07-21,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),NÃO INFORMADO,MÚSICO,SUPLENTE,1973,47
2020,SALVADOR,VEREADOR,28730,MARIA ELIETE FIGUEIREDO CRUZ SANTANA,MARRY ELIETE,#NULO#,APTO,PARTIDO ISOLADO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000055455,PARTIDO ISOLADO,PRTB,BA,1957-07-05,FEMININO,SUPERIOR COMPLETO,VIÚVO(A),PARDA,OUTROS,NÃO ELEITO,1957,63
2020,SALVADOR,VEREADOR,51111,SANDRO LUIZ RAMOS BAHIENSE,SANDRO BAHIENSE,#NULO#,APTO,PARTIDO ISOLADO,PATRIOTA,PATRIOTA,#NULO#,#NULO#,#NULO#,50000051801,PARTIDO ISOLADO,PATRIOTA,BA,1972-01-13,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,ELEITO POR MÉDIA,1972,48
2020,SALVADOR,VEREADOR,12004,ADRIANA TAVARES CAMPOS,ADRIELE TAVARES,#NULO#,APTO,PARTIDO ISOLADO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,#NULO#,#NULO#,#NULO#,50000067122,PARTIDO ISOLADO,PDT,BA,1991-10-31,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1991,29
2020,SALVADOR,VEREADOR,13113,EVERALDINO FELIX DOS SANTOS,PROFESSOR DINO,#NULO#,APTO,PARTIDO ISOLADO,PT,PARTIDO DOS TRABALHADORES,#NULO#,#NULO#,#NULO#,50000129422,PARTIDO ISOLADO,PT,BA,1980-12-13,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,PROFESSOR DE ENSINO FUNDAMENTAL,SUPLENTE,1980,40
2020,SALVADOR,VEREADOR,25200,BRUNO MOTA SEPULVEDA BALTHAZAR DA SILVEIRA,PROFESSOR BRUNO,#NULO#,APTO,PARTIDO ISOLADO,DEM,DEMOCRATAS,#NULO#,#NULO#,#NULO#,50000084843,PARTIDO ISOLADO,DEM,BA,1977-12-06,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO SUPERIOR,SUPLENTE,1977,43
2020,SALVADOR,VEREADOR,22300,LUCIENE RODRIGUES REGIS,PASTORA LUCIENE,#NULO#,APTO,PARTIDO ISOLADO,PL,PARTIDO LIBERAL,#NULO#,#NULO#,#NULO#,50000072942,PARTIDO ISOLADO,PL,BA,1973-08-24,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,OUTROS,SUPLENTE,1973,47
2020,SALVADOR,VEREADOR,19100,MARCIO AUGUSTO SANTOS QUEIROZ,MARCIO QUEIROZ,#NULO#,APTO,PARTIDO ISOLADO,PODE,PODEMOS,#NULO#,#NULO#,#NULO#,50000059582,PARTIDO ISOLADO,PODE,BA,1988-04-18,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,SUPLENTE,1988,32
2020,SALVADOR,VEREADOR,25700,EDUARDO HENRIQUE BRITO DOS SANTOS SANCHES,DUDA SANCHES,#NULO#,APTO,PARTIDO ISOLADO,DEM,DEMOCRATAS,#NULO#,#NULO#,#NULO#,50000084843,PARTIDO ISOLADO,DEM,BA,1990-06-20,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,ELEITO POR QP,1990,30
2020,SALVADOR,VEREADOR,22122,SILVIO JOSÉ LIMA RIBEIRO,SILVÃO DA BAHIA,#NULO#,APTO,PARTIDO ISOLADO,PL,PARTIDO LIBERAL,#NULO#,#NULO#,#NULO#,50000072942,PARTIDO ISOLADO,PL,BA,1971-01-29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,OUTROS,SUPLENTE,1971,49
2020,SALVADOR,VEREADOR,10422,ADRIANO FERREIRA SANTANA,ADRIANO BILU,#NULO#,APTO,PARTIDO ISOLADO,REPUBLICANOS,REPUBLICANOS,#NULO#,#NULO#,#NULO#,50000072817,PARTIDO ISOLADO,REPUBLICANOS,BA,1973-11-08,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,DETETIVE PARTICULAR,SUPLENTE,1973,47
2020,SALVADOR,VEREADOR,10456,IREUDA DE JESUS SILVA,IREUDA SILVA,#NULO#,APTO,PARTIDO ISOLADO,REPUBLICANOS,REPUBLICANOS,#NULO#,#NULO#,#NULO#,50000072817,PARTIDO ISOLADO,REPUBLICANOS,BA,1961-10-01,FEMININO,SUPERIOR INCOMPLETO,DIVORCIADO(A),PRETA,VEREADOR,ELEITO POR QP,1961,59
2020,SALVADOR,VEREADOR,25100,ALEXANDRE ALELUIA DANTAS DA COSTA,ALEXANDRE ALELUIA,#NULO#,APTO,PARTIDO ISOLADO,DEM,DEMOCRATAS,#NULO#,#NULO#,#NULO#,50000084843,PARTIDO ISOLADO,DEM,BA,1983-01-22,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,VEREADOR,ELEITO POR QP,1983,37
2020,SALVADOR,VEREADOR,22222,ANTÔNIO LÁZARO SILVA,IRMÃO LÁZARO,#NULO#,APTO,PARTIDO ISOLADO,PL,PARTIDO LIBERAL,#NULO#,#NULO#,#NULO#,50000072942,PARTIDO ISOLADO,PL,BA,1966-11-04,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,EMPRESÁRIO,ELEITO POR MÉDIA,1966,54
2020,SALVADOR,VEREADOR,22522,LUCIANO DOS SANTOS DA COSTA,LUCIANO COSTA,#NULO#,APTO,PARTIDO ISOLADO,PL,PARTIDO LIBERAL,#NULO#,#NULO#,#NULO#,50000072942,PARTIDO ISOLADO,PL,BA,1983-02-11,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,OUTROS,SUPLENTE,1983,37
2020,SALVADOR,VEREADOR,15300,MAURÍCIO GONÇALVES TRINDADE,MAURÍCIO TRINDADE,#NULO#,APTO,PARTIDO ISOLADO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000067155,PARTIDO ISOLADO,MDB,BA,1962-09-10,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,OUTROS,ELEITO POR MÉDIA,1962,58
2020,SALVADOR,VEREADOR,55033,JOÃO MARCELO FERREIRA DE PAULO,JOÃO MARCELO,#NULO#,APTO,PARTIDO ISOLADO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,#NULO#,#NULO#,#NULO#,50000117228,PARTIDO ISOLADO,PSD,BA,1966-06-24,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1966,54
2020,SALVADOR,VEREADOR,20377,YVONE NEPOMUCENO DE SOUZA,IRMÃ YVONE,#NULO#,APTO,PARTIDO ISOLADO,PSC,PARTIDO SOCIAL CRISTÃO,#NULO#,#NULO#,#NULO#,50000060537,PARTIDO ISOLADO,PSC,BA,1969-02-17,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,SUPLENTE,1969,51
